name,fan_cost,ac_count,room_count,link_count 
house30171,3177777.77778,1.0,3.0,2.0 
house30172,3871111.11111,2.0,8.0,8.0 
house30173,2917777.77778,1.0,3.0,3.0 
house30174,5315555.55556,1.0,8.0,9.0 
house30175,10400000.0,3.0,8.0,8.0 
house30176,3177777.77778,2.0,6.0,4.0 
house30177,5315555.55556,1.0,7.0,9.0 
house30178,3784444.44444,2.0,5.0,6.0 
house30179,5315555.55556,1.0,5.0,5.0 
house30180,5315555.55556,1.0,8.0,8.0 
house30181,2773333.33333,2.0,6.0,7.0 
house30182,3177777.77778,1.0,3.0,3.0 
house30183,3351111.11111,2.0,8.0,10.0 
house30184,10400000.0,3.0,7.0,5.0 
house30185,4217777.77778,2.0,8.0,11.0 
house30186,3177777.77778,1.0,4.0,5.0 
house30187,5431111.11111,2.0,7.0,5.0 
house30188,10400000.0,4.0,9.0,9.0 
house30189,3611111.11111,3.0,9.0,9.0 
house30190,10400000.0,1.0,6.0,4.0 
house30191,10400000.0,2.0,7.0,6.0 
house30192,5315555.55556,1.0,4.0,4.0 
house30193,5315555.55556,2.0,5.0,4.0 
house30194,3437777.77778,2.0,8.0,10.0 
house30195,3351111.11111,1.0,4.0,3.0 
house30196,3437777.77778,1.0,6.0,7.0 
house30197,3784444.44444,1.0,7.0,8.0 
house30198,10400000.0,4.0,9.0,8.0 
house30199,3784444.44444,1.0,7.0,9.0 
house30200,4737777.77778,1.0,6.0,5.0 
house30201,3351111.11111,1.0,7.0,9.0 
house30202,5546666.66667,2.0,10.0,11.0 
house30203,2773333.33333,3.0,7.0,10.0 
house30204,10400000.0,1.0,4.0,2.0 
house30205,10400000.0,2.0,5.0,2.0 
house30206,3264444.44444,2.0,5.0,4.0 
house30207,3351111.11111,2.0,6.0,5.0 
house30208,4824444.44444,1.0,5.0,4.0 
house30209,4131111.11111,3.0,9.0,10.0 
house30210,3004444.44444,1.0,3.0,3.0 
house30211,5315555.55556,1.0,6.0,7.0 
house30212,3177777.77778,1.0,5.0,6.0 
house30213,3177777.77778,2.0,6.0,7.0 
house30214,3091111.11111,2.0,5.0,5.0 
house30215,3264444.44444,2.0,6.0,8.0 
house30216,3351111.11111,1.0,5.0,6.0 
house30217,10400000.0,1.0,5.0,3.0 
house30218,10400000.0,2.0,6.0,4.0 
house30219,10400000.0,4.0,9.0,11.0 
house30220,5315555.55556,1.0,3.0,2.0 
house30221,10400000.0,2.0,9.0,8.0 
house30222,10400000.0,1.0,4.0,2.0 
house30223,3784444.44444,1.0,6.0,5.0 
house30224,3177777.77778,1.0,4.0,5.0 
house30225,10400000.0,2.0,8.0,5.0 
house30226,3177777.77778,1.0,6.0,8.0 
house30227,3177777.77778,1.0,4.0,5.0 
house30228,3351111.11111,2.0,6.0,4.0 
house30229,5315555.55556,1.0,4.0,3.0 
house30230,3004444.44444,2.0,5.0,4.0 
house30231,3091111.11111,1.0,4.0,4.0 
house30232,10400000.0,1.0,5.0,4.0 
house30233,3091111.11111,2.0,5.0,3.0 
house30234,3437777.77778,2.0,8.0,8.0 
house30235,10400000.0,1.0,5.0,3.0 
house30236,3351111.11111,1.0,4.0,4.0 
house30237,10400000.0,3.0,9.0,6.0 
house30238,10400000.0,1.0,5.0,3.0 
house30239,10400000.0,3.0,9.0,9.0 
house30240,5315555.55556,1.0,8.0,9.0 
house30241,3611111.11111,1.0,4.0,3.0 
house30242,4391111.11111,1.0,8.0,10.0 
house30243,3004444.44444,1.0,3.0,2.0 
house30244,4044444.44444,2.0,7.0,9.0 
house30245,3437777.77778,1.0,5.0,5.0 
house30246,5315555.55556,3.0,8.0,6.0 
house30247,2773333.33333,1.0,4.0,5.0 
house30248,3351111.11111,3.0,7.0,9.0 
house30249,2773333.33333,2.0,5.0,6.0 
house30250,3351111.11111,2.0,7.0,8.0 
house30251,3351111.11111,1.0,3.0,2.0 
house30252,3957777.77778,1.0,8.0,10.0 
house30253,3351111.11111,1.0,6.0,7.0 
house30254,3697777.77778,1.0,7.0,9.0 
house30255,3784444.44444,3.0,9.0,12.0 
house30256,4304444.44444,1.0,6.0,7.0 
house30257,10400000.0,2.0,5.0,3.0 
house30258,3235555.55556,2.0,7.0,9.0 
house30259,4044444.44444,2.0,8.0,9.0 
house30260,5315555.55556,2.0,7.0,7.0 
house30261,3177777.77778,1.0,4.0,4.0 
house30262,4044444.44444,1.0,7.0,8.0 
house30263,10400000.0,1.0,7.0,6.0 
house30264,3437777.77778,2.0,7.0,5.0 
house30265,3177777.77778,1.0,5.0,5.0 
house30266,3091111.11111,2.0,5.0,6.0 
house30267,3351111.11111,1.0,4.0,3.0 
house30268,3784444.44444,1.0,7.0,8.0 
house30269,3437777.77778,1.0,5.0,6.0 
house30270,5344444.44444,1.0,6.0,5.0 
house30271,5315555.55556,2.0,8.0,9.0 
house30272,3264444.44444,3.0,7.0,6.0 
house30273,10400000.0,1.0,8.0,7.0 
house30274,5720000.0,1.0,6.0,5.0 
house30275,3351111.11111,1.0,7.0,9.0 
house30276,2975555.55556,1.0,3.0,3.0 
house30277,5315555.55556,1.0,8.0,10.0 
house30278,2773333.33333,4.0,9.0,12.0 
house30279,3177777.77778,1.0,5.0,5.0 
house30280,4911111.11111,1.0,9.0,11.0 
house30281,3177777.77778,1.0,4.0,5.0 
house30282,3437777.77778,2.0,6.0,7.0 
house30283,3062222.22222,2.0,6.0,7.0 
house30284,2917777.77778,2.0,7.0,10.0 
house30285,3611111.11111,2.0,7.0,8.0 
house30286,3264444.44444,2.0,7.0,7.0 
house30287,3091111.11111,2.0,6.0,6.0 
house30288,10400000.0,3.0,8.0,3.0 
house30289,3062222.22222,4.0,9.0,11.0 
house30290,3784444.44444,2.0,8.0,10.0 
house30291,10400000.0,2.0,5.0,5.0 
house30292,10400000.0,4.0,9.0,3.0 
house30293,10400000.0,1.0,4.0,2.0 
house30294,3264444.44444,1.0,4.0,5.0 
house30295,10400000.0,2.0,5.0,2.0 
house30296,3177777.77778,2.0,6.0,5.0 
house30297,10400000.0,1.0,3.0,1.0 
house30298,5315555.55556,1.0,8.0,9.0 
house30299,2773333.33333,2.0,5.0,7.0 
house30300,10400000.0,2.0,8.0,6.0 
house30301,5315555.55556,2.0,5.0,4.0 
house30302,3351111.11111,2.0,6.0,6.0 
house30303,5315555.55556,2.0,9.0,12.0 
house30304,3264444.44444,3.0,9.0,12.0 
house30305,10400000.0,1.0,6.0,5.0 
house30306,3177777.77778,1.0,4.0,3.0 
house30307,2917777.77778,1.0,3.0,3.0 
house30308,3264444.44444,3.0,8.0,10.0 
house30309,3264444.44444,2.0,7.0,8.0 
house30310,5315555.55556,1.0,5.0,5.0 
house30311,10400000.0,2.0,6.0,2.0 
house30312,5315555.55556,1.0,9.0,9.0 
house30313,3611111.11111,2.0,5.0,6.0 
house30314,5546666.66667,1.0,10.0,11.0 
house30315,10400000.0,1.0,6.0,5.0 
house30316,4044444.44444,1.0,5.0,5.0 
house30317,3091111.11111,3.0,9.0,11.0 
house30318,3351111.11111,1.0,4.0,4.0 
house30319,3177777.77778,1.0,4.0,5.0 
house30320,3408888.88889,2.0,5.0,7.0 
house30321,3091111.11111,1.0,3.0,2.0 
house30322,3524444.44444,2.0,7.0,8.0 
house30323,5315555.55556,1.0,8.0,10.0 
house30324,3524444.44444,2.0,8.0,8.0 
house30325,3004444.44444,1.0,5.0,7.0 
house30326,2773333.33333,1.0,5.0,7.0 
house30327,5228888.88889,1.0,7.0,9.0 
house30328,5344444.44444,2.0,6.0,4.0 
house30329,3091111.11111,1.0,3.0,2.0 
house30330,3524444.44444,1.0,4.0,5.0 
house30331,3524444.44444,1.0,5.0,4.0 
house30332,2773333.33333,2.0,5.0,6.0 
house30333,5460000.0,2.0,6.0,7.0 
house30334,3351111.11111,1.0,6.0,8.0 
house30335,3091111.11111,1.0,3.0,2.0 
house30336,3091111.11111,3.0,7.0,6.0 
house30337,3264444.44444,1.0,5.0,6.0 
house30338,3524444.44444,1.0,5.0,6.0 
house30339,3177777.77778,3.0,7.0,4.0 
house30340,3264444.44444,1.0,3.0,2.0 
house30341,3177777.77778,1.0,4.0,5.0 
house30342,10400000.0,1.0,8.0,8.0 
house30343,3091111.11111,2.0,7.0,9.0 
house30344,3264444.44444,1.0,6.0,7.0 
house30345,10400000.0,3.0,8.0,5.0 
house30346,5315555.55556,1.0,6.0,6.0 
house30347,4188888.88889,1.0,5.0,4.0 
house30348,5315555.55556,1.0,4.0,4.0 
house30349,10400000.0,1.0,5.0,3.0 
house30350,5315555.55556,1.0,5.0,5.0 
house30351,10400000.0,1.0,3.0,1.0 
house30352,3091111.11111,2.0,7.0,7.0 
house30353,5315555.55556,2.0,6.0,7.0 
house30354,3177777.77778,3.0,8.0,10.0 
house30355,3784444.44444,2.0,9.0,9.0 
house30356,4131111.11111,1.0,7.0,7.0 
house30357,3437777.77778,1.0,5.0,5.0 
house30358,10400000.0,2.0,8.0,4.0 
house30359,5315555.55556,2.0,7.0,8.0 
house30360,3004444.44444,1.0,4.0,5.0 
house30361,5315555.55556,2.0,6.0,7.0 
house30362,4131111.11111,2.0,6.0,6.0 
house30363,3004444.44444,1.0,4.0,5.0 
house30364,10400000.0,1.0,4.0,2.0 
house30365,3351111.11111,2.0,7.0,7.0 
house30366,3524444.44444,2.0,7.0,8.0 
house30367,2917777.77778,2.0,5.0,5.0 
house30368,3351111.11111,1.0,7.0,8.0 
house30369,3524444.44444,1.0,6.0,7.0 
house30370,3177777.77778,2.0,5.0,4.0 
house30371,3004444.44444,1.0,3.0,3.0 
house30372,3177777.77778,1.0,3.0,2.0 
house30373,10400000.0,2.0,5.0,3.0 
house30374,10400000.0,2.0,6.0,2.0 
house30375,3351111.11111,1.0,6.0,7.0 
house30376,3091111.11111,1.0,3.0,3.0 
house30377,3351111.11111,3.0,8.0,8.0 
house30378,3177777.77778,1.0,5.0,6.0 
house30379,5315555.55556,2.0,8.0,9.0 
house30380,3004444.44444,1.0,4.0,4.0 
house30381,10400000.0,1.0,3.0,1.0 
house30382,3004444.44444,3.0,7.0,8.0 
house30383,3697777.77778,1.0,6.0,7.0 
house30384,10400000.0,1.0,7.0,7.0 
house30385,10400000.0,3.0,8.0,7.0 
house30386,10400000.0,2.0,9.0,9.0 
house30387,3351111.11111,1.0,4.0,3.0 
house30388,4044444.44444,2.0,7.0,8.0 
house30389,3351111.11111,1.0,4.0,5.0 
house30390,10400000.0,2.0,5.0,2.0 
house30391,4044444.44444,2.0,5.0,4.0 
house30392,10400000.0,2.0,6.0,2.0 
house30393,3437777.77778,1.0,7.0,9.0 
house30394,3524444.44444,3.0,9.0,11.0 
house30395,3437777.77778,1.0,6.0,6.0 
house30396,3351111.11111,2.0,8.0,10.0 
house30397,3264444.44444,2.0,5.0,4.0 
house30398,10400000.0,1.0,5.0,4.0 
house30399,2802222.22222,2.0,5.0,5.0 
house30400,3437777.77778,1.0,6.0,6.0 
house30401,3871111.11111,1.0,5.0,6.0 
house30402,3264444.44444,1.0,3.0,2.0 
house30403,3351111.11111,1.0,5.0,4.0 
house30404,10400000.0,2.0,5.0,2.0 
house30405,3524444.44444,2.0,7.0,7.0 
house30406,10400000.0,3.0,7.0,3.0 
house30407,3611111.11111,3.0,8.0,9.0 
house30408,3351111.11111,1.0,4.0,3.0 
house30409,3524444.44444,1.0,7.0,9.0 
house30410,5806666.66667,3.0,8.0,8.0 
house30411,4651111.11111,3.0,8.0,9.0 
house30412,3091111.11111,2.0,6.0,8.0 
house30413,5315555.55556,1.0,8.0,9.0 
house30414,3004444.44444,1.0,4.0,4.0 
house30415,10400000.0,1.0,3.0,1.0 
house30416,10400000.0,3.0,8.0,8.0 
house30417,3351111.11111,2.0,8.0,8.0 
house30418,5315555.55556,1.0,6.0,5.0 
house30419,2773333.33333,2.0,6.0,8.0 
house30420,3611111.11111,1.0,4.0,5.0 
house30421,3351111.11111,2.0,8.0,10.0 
house30422,10400000.0,1.0,5.0,4.0 
house30423,10400000.0,1.0,3.0,1.0 
house30424,3264444.44444,1.0,5.0,6.0 
house30425,10400000.0,3.0,8.0,2.0 
house30426,3437777.77778,2.0,6.0,5.0 
house30427,10400000.0,2.0,8.0,7.0 
house30428,3264444.44444,1.0,5.0,5.0 
house30429,3062222.22222,2.0,7.0,8.0 
house30430,3871111.11111,1.0,8.0,11.0 
house30431,3524444.44444,1.0,5.0,5.0 
house30432,10400000.0,1.0,3.0,1.0 
house30433,3177777.77778,2.0,5.0,6.0 
house30434,3524444.44444,2.0,6.0,4.0 
house30435,10400000.0,2.0,9.0,7.0 
house30436,3351111.11111,1.0,4.0,4.0 
house30437,3351111.11111,1.0,6.0,6.0 
house30438,3957777.77778,2.0,8.0,7.0 
house30439,3004444.44444,1.0,3.0,3.0 
house30440,3177777.77778,1.0,4.0,5.0 
house30441,5344444.44444,1.0,4.0,3.0 
house30442,10400000.0,2.0,7.0,5.0 
house30443,3091111.11111,1.0,4.0,5.0 
house30444,3524444.44444,2.0,8.0,8.0 
house30445,10400000.0,3.0,8.0,4.0 
house30446,3091111.11111,1.0,4.0,3.0 
house30447,10400000.0,2.0,8.0,6.0 
house30448,10400000.0,2.0,8.0,8.0 
house30449,3524444.44444,3.0,9.0,12.0 
house30450,3177777.77778,2.0,7.0,7.0 
house30451,10400000.0,3.0,8.0,8.0 
house30452,10400000.0,1.0,6.0,4.0 
house30453,5315555.55556,2.0,8.0,8.0 
house30454,4131111.11111,2.0,5.0,5.0 
house30455,3611111.11111,1.0,6.0,7.0 
house30456,10400000.0,2.0,5.0,2.0 
house30457,3264444.44444,2.0,5.0,7.0 
house30458,3177777.77778,1.0,4.0,4.0 
house30459,2975555.55556,1.0,3.0,3.0 
house30460,10400000.0,2.0,5.0,2.0 
house30461,3524444.44444,3.0,8.0,9.0 
house30462,3351111.11111,1.0,7.0,9.0 
house30463,10400000.0,2.0,7.0,5.0 
house30464,4044444.44444,1.0,5.0,4.0 
house30465,5315555.55556,3.0,10.0,8.0 
house30466,3091111.11111,1.0,3.0,3.0 
house30467,5315555.55556,3.0,8.0,9.0 
house30468,10400000.0,2.0,6.0,3.0 
house30469,10400000.0,1.0,6.0,6.0 
house30470,3437777.77778,2.0,7.0,7.0 
house30471,3784444.44444,1.0,4.0,3.0 
house30472,3264444.44444,1.0,5.0,6.0 
house30473,4997777.77778,1.0,7.0,8.0 
house30474,3697777.77778,1.0,8.0,9.0 
house30475,3177777.77778,1.0,5.0,5.0 
house30476,3351111.11111,1.0,4.0,3.0 
house30477,10400000.0,2.0,8.0,5.0 
house30478,3697777.77778,1.0,4.0,4.0 
house30479,5633333.33333,1.0,8.0,9.0 
house30480,3351111.11111,1.0,6.0,7.0 
house30481,3091111.11111,2.0,6.0,7.0 
house30482,3351111.11111,2.0,6.0,6.0 
house30483,3611111.11111,1.0,8.0,9.0 
house30484,3091111.11111,1.0,4.0,5.0 
house30485,2773333.33333,2.0,5.0,5.0 
house30486,3697777.77778,2.0,6.0,5.0 
house30487,10400000.0,2.0,6.0,5.0 
house30488,3264444.44444,1.0,4.0,4.0 
house30489,10400000.0,2.0,5.0,2.0 
house30490,3871111.11111,2.0,6.0,6.0 
house30491,3177777.77778,2.0,6.0,4.0 
house30492,3871111.11111,2.0,6.0,4.0 
house30493,3351111.11111,3.0,7.0,5.0 
house30494,3437777.77778,3.0,7.0,6.0 
house30495,10400000.0,1.0,7.0,6.0 
house30496,10400000.0,2.0,6.0,3.0 
house30497,3697777.77778,3.0,9.0,8.0 
house30498,10400000.0,2.0,5.0,5.0 
house30499,10400000.0,1.0,5.0,3.0 
house30500,10400000.0,3.0,8.0,2.0 
house30501,2802222.22222,2.0,8.0,10.0 
house30502,3524444.44444,2.0,6.0,6.0 
house30503,3611111.11111,1.0,5.0,6.0 
house30504,10400000.0,2.0,5.0,3.0 
house30505,3091111.11111,1.0,3.0,2.0 
house30506,3177777.77778,3.0,9.0,11.0 
house30507,10400000.0,2.0,5.0,2.0 
house30508,3264444.44444,2.0,6.0,6.0 
house30509,3177777.77778,1.0,3.0,2.0 
house30510,3004444.44444,2.0,6.0,7.0 
house30511,10400000.0,1.0,6.0,4.0 
house30512,3264444.44444,1.0,5.0,4.0 
house30513,3524444.44444,1.0,5.0,6.0 
house30514,3437777.77778,2.0,7.0,8.0 
house30515,3177777.77778,1.0,4.0,3.0 
house30516,3697777.77778,1.0,4.0,3.0 
house30517,2773333.33333,3.0,7.0,9.0 
house30518,10400000.0,3.0,8.0,4.0 
house30519,3351111.11111,1.0,4.0,4.0 
house30520,10400000.0,2.0,6.0,2.0 
house30521,3437777.77778,1.0,5.0,5.0 
house30522,3437777.77778,1.0,4.0,4.0 
house30523,3264444.44444,1.0,4.0,5.0 
house30524,5546666.66667,2.0,7.0,8.0 
house30525,10400000.0,2.0,7.0,5.0 
house30526,10400000.0,1.0,3.0,1.0 
house30527,5315555.55556,1.0,7.0,10.0 
house30528,3177777.77778,2.0,6.0,6.0 
house30529,3871111.11111,1.0,5.0,4.0 
house30530,3177777.77778,2.0,6.0,6.0 
house30531,5315555.55556,2.0,6.0,6.0 
house30532,3264444.44444,1.0,5.0,6.0 
house30533,3784444.44444,2.0,8.0,9.0 
house30534,3351111.11111,3.0,9.0,12.0 
house30535,5315555.55556,2.0,8.0,9.0 
house30536,3437777.77778,2.0,5.0,4.0 
house30537,2975555.55556,2.0,5.0,7.0 
house30538,3177777.77778,1.0,4.0,4.0 
house30539,3264444.44444,2.0,9.0,10.0 
house30540,4217777.77778,1.0,5.0,4.0 
house30541,3351111.11111,1.0,6.0,8.0 
house30542,10400000.0,2.0,6.0,3.0 
house30543,3264444.44444,3.0,8.0,5.0 
house30544,3437777.77778,2.0,7.0,5.0 
house30545,3697777.77778,2.0,8.0,6.0 
house30546,2773333.33333,2.0,7.0,9.0 
house30547,3264444.44444,3.0,9.0,11.0 
house30548,2773333.33333,2.0,5.0,5.0 
house30549,2975555.55556,3.0,8.0,11.0 
house30550,3611111.11111,1.0,6.0,8.0 
house30551,3697777.77778,1.0,5.0,5.0 
house30552,4651111.11111,1.0,7.0,6.0 
house30553,3351111.11111,2.0,7.0,9.0 
house30554,3697777.77778,3.0,8.0,5.0 
house30555,5344444.44444,3.0,8.0,8.0 
house30556,3264444.44444,1.0,3.0,2.0 
house30557,10400000.0,1.0,5.0,3.0 
house30558,3437777.77778,2.0,8.0,11.0 
house30559,3437777.77778,1.0,4.0,4.0 
house30560,10400000.0,2.0,5.0,2.0 
house30561,10400000.0,1.0,4.0,2.0 
house30562,2773333.33333,4.0,9.0,13.0 
house30563,10400000.0,2.0,5.0,2.0 
house30564,3264444.44444,3.0,8.0,6.0 
house30565,3871111.11111,3.0,7.0,5.0 
house30566,3351111.11111,1.0,5.0,5.0 
house30567,5315555.55556,2.0,7.0,8.0 
house30568,10400000.0,2.0,6.0,3.0 
house30569,10400000.0,2.0,7.0,5.0 
house30570,5720000.0,1.0,6.0,6.0 
house30571,10400000.0,1.0,3.0,1.0 
house30572,3697777.77778,2.0,7.0,8.0 
house30573,3004444.44444,1.0,4.0,4.0 
house30574,10400000.0,1.0,4.0,2.0 
house30575,3437777.77778,2.0,8.0,9.0 
house30576,10400000.0,2.0,6.0,3.0 
house30577,3264444.44444,2.0,7.0,7.0 
house30578,3264444.44444,1.0,3.0,2.0 
house30579,10400000.0,1.0,6.0,4.0 
house30580,10400000.0,2.0,5.0,2.0 
house30581,5315555.55556,2.0,7.0,7.0 
house30582,10400000.0,1.0,8.0,9.0 
house30583,3091111.11111,1.0,3.0,3.0 
house30584,10400000.0,1.0,5.0,3.0 
house30585,3784444.44444,1.0,5.0,5.0 
house30586,5315555.55556,1.0,5.0,5.0 
