name,fan_cost,ac_count,room_count,link_count 
house20496,10400000.0,3.0,7.0,5.0 
house20497,10400000.0,2.0,7.0,3.0 
house20498,3177777.77778,3.0,10.0,13.0 
house20499,3784444.44444,1.0,4.0,3.0 
house20500,2917777.77778,2.0,6.0,7.0 
house20501,3091111.11111,1.0,5.0,6.0 
house20502,10400000.0,1.0,3.0,1.0 
house20503,3177777.77778,1.0,4.0,4.0 
house20504,3437777.77778,2.0,7.0,6.0 
house20505,10400000.0,1.0,4.0,2.0 
house20506,3091111.11111,1.0,3.0,2.0 
house20507,2773333.33333,3.0,8.0,10.0 
house20508,3437777.77778,2.0,6.0,7.0 
house20509,5315555.55556,2.0,8.0,9.0 
house20510,3351111.11111,3.0,7.0,7.0 
house20511,3264444.44444,3.0,7.0,8.0 
house20512,4044444.44444,3.0,8.0,5.0 
house20513,3091111.11111,1.0,5.0,7.0 
house20514,3264444.44444,1.0,6.0,6.0 
house20515,3264444.44444,1.0,7.0,9.0 
house20516,2773333.33333,3.0,7.0,8.0 
house20517,3495555.55556,1.0,6.0,8.0 
house20518,3091111.11111,1.0,3.0,3.0 
house20519,3091111.11111,1.0,3.0,2.0 
house20520,3177777.77778,2.0,6.0,7.0 
house20521,3091111.11111,3.0,8.0,9.0 
house20522,10400000.0,1.0,6.0,4.0 
house20523,3004444.44444,1.0,3.0,3.0 
house20524,2773333.33333,2.0,6.0,6.0 
house20525,4477777.77778,1.0,6.0,7.0 
house20526,3004444.44444,1.0,4.0,5.0 
house20527,3784444.44444,2.0,6.0,6.0 
house20528,2917777.77778,1.0,3.0,3.0 
house20529,10400000.0,1.0,5.0,4.0 
house20530,10400000.0,2.0,8.0,5.0 
house20531,3437777.77778,1.0,4.0,4.0 
house20532,10400000.0,1.0,3.0,1.0 
house20533,5315555.55556,1.0,8.0,8.0 
house20534,5315555.55556,1.0,8.0,10.0 
house20535,3177777.77778,2.0,7.0,8.0 
house20536,3524444.44444,2.0,6.0,6.0 
house20537,3784444.44444,1.0,6.0,7.0 
house20538,2773333.33333,2.0,6.0,8.0 
house20539,3091111.11111,1.0,3.0,2.0 
house20540,3004444.44444,2.0,5.0,6.0 
house20541,3004444.44444,2.0,6.0,7.0 
house20542,10400000.0,2.0,6.0,3.0 
house20543,10400000.0,1.0,7.0,7.0 
house20544,3351111.11111,4.0,9.0,7.0 
house20545,3437777.77778,3.0,7.0,6.0 
house20546,10400000.0,2.0,8.0,7.0 
house20547,3264444.44444,1.0,4.0,4.0 
house20548,3351111.11111,1.0,4.0,3.0 
house20549,3957777.77778,2.0,8.0,6.0 
house20550,2773333.33333,1.0,3.0,3.0 
house20551,10400000.0,2.0,8.0,6.0 
house20552,4304444.44444,3.0,9.0,10.0 
house20553,3177777.77778,2.0,5.0,6.0 
house20554,5315555.55556,2.0,6.0,5.0 
house20555,3004444.44444,2.0,6.0,7.0 
house20556,3264444.44444,1.0,5.0,6.0 
house20557,3177777.77778,2.0,9.0,10.0 
house20558,3004444.44444,1.0,3.0,3.0 
house20559,10400000.0,1.0,4.0,2.0 
house20560,4131111.11111,2.0,10.0,12.0 
house20561,3177777.77778,2.0,6.0,7.0 
house20562,3697777.77778,1.0,8.0,11.0 
house20563,3611111.11111,1.0,5.0,6.0 
house20564,2773333.33333,2.0,5.0,5.0 
house20565,2773333.33333,2.0,6.0,7.0 
house20566,3351111.11111,1.0,3.0,2.0 
house20567,10400000.0,2.0,7.0,4.0 
house20568,3524444.44444,2.0,7.0,8.0 
house20569,5315555.55556,2.0,6.0,4.0 
house20570,10400000.0,2.0,5.0,2.0 
house20571,3524444.44444,1.0,7.0,8.0 
house20572,3437777.77778,2.0,8.0,9.0 
house20573,4044444.44444,2.0,5.0,5.0 
house20574,10400000.0,3.0,8.0,5.0 
house20575,10400000.0,2.0,7.0,4.0 
house20576,10400000.0,2.0,5.0,2.0 
house20577,3177777.77778,1.0,4.0,4.0 
house20578,3524444.44444,1.0,5.0,5.0 
house20579,5315555.55556,2.0,6.0,6.0 
house20580,3611111.11111,2.0,7.0,7.0 
house20581,10400000.0,1.0,4.0,3.0 
house20582,5315555.55556,1.0,7.0,7.0 
